"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene","GeneName","AlsoPresentInClusters","CellTypeFlag","Summary","Reactom","GeneFamily"
"206",9.58721416594372e-120,1.27674925766242,0.759,0.371,2.21234554093317e-115,"12","SLC40A1","solute carrier family 40 member 1","12, 2","macrophage","The protein encoded by this gene is a cell membrane protein that may be involved in iron export from duodenal epithelial cells. Defects in this gene are a cause of hemochromatosis type 4 (HFE4). [provided by RefSeq, Jul 2008]","Metal ion SLC transporters; Defective SLC40A1 causes hemochromatosis 4 (HFE4) (macrophages); Defective SLC40A1 causes hemochromatosis 4 (HFE4) (duodenum); Iron uptake and transport","Solute carriers"
"207",1.94678287570106e-109,0.769800128357695,1,0.803,4.49239616396777e-105,"12","AIF1","allograft inflammatory factor 1","10, 12, 2","macrophage, smooth muscle cell","This gene encodes a protein that binds actin and calcium. This gene is induced by cytokines and interferon and may promote macrophage activation and growth of vascular smooth muscle cells and T-lymphocytes. Polymorphisms in this gene may be associated with systemic sclerosis. Alternative splicing results in multiple transcript variants, but the full-length and coding nature of some of these variants is not certain. [provided by RefSeq, Jan 2016]","","EF-hand domain containing"
"208",2.55580168578611e-107,0.715307373543016,0.912,0.589,5.89776797012002e-103,"12","UCP2","uncoupling protein 2","","","Mitochondrial uncoupling proteins (UCP) are members of the larger family of mitochondrial anion carrier proteins (MACP). UCPs separate oxidative phosphorylation from ATP synthesis with energy dissipated as heat, also referred to as the mitochondrial proton leak. UCPs facilitate the transfer of anions from the inner to the outer mitochondrial membrane and the return transfer of protons from the outer to the inner mitochondrial membrane. They also reduce the mitochondrial membrane potential in mammalian cells. Tissue specificity occurs for the different UCPs and the exact methods of how UCPs transfer H+/OH- are not known. UCPs contain the three homologous protein domains of MACPs. This gene is expressed in many tissues, with the greatest expression in skeletal muscle. It is thought to play a role in nonshivering thermogenesis, obesity and diabetes. Chromosomal order is 5'-UCP3-UCP2-3'. [provided by RefSeq, Jul 2008]","The fatty acid cycling model; The proton buffering model","Solute carriers"
"209",5.56511866683426e-105,0.635228949502594,0.919,0.507,1.28420678355867e-100,"12","SPI1","Spi-1 proto-oncogene","","hematopoietic stem cell, lymphoid, myeloid","This gene encodes an ETS-domain transcription factor that activates gene expression during myeloid and B-lymphoid cell development. The nuclear protein binds to a purine-rich sequence known as the PU-box found near the promoters of target genes, and regulates their expression in coordination with other transcription factors and cofactors. The protein can also regulate alternative splicing of target genes. Multiple transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Jul 2008]","RUNX1 regulates transcription of genes involved in differentiation of HSCs","ETS transcription factor family"
"210",9.040336053557e-100,0.647437977201011,0.936,0.62,2.08614794771881e-95,"12","PYCARD","PYD and CARD domain containing","12, 2","neutrophil granulocyte","This gene encodes an adaptor protein that is composed of two protein-protein interaction domains: a N-terminal PYRIN-PAAD-DAPIN domain (PYD) and a C-terminal caspase-recruitment domain (CARD). The PYD and CARD domains are members of the six-helix bundle death domain-fold superfamily that mediates assembly of large signaling complexes in the inflammatory and apoptotic signaling pathways via the activation of caspase. In normal cells, this protein is localized to the cytoplasm; however, in cells undergoing apoptosis, it forms ball-like aggregates near the nuclear periphery. Two transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Jul 2008]","CLEC7A/inflammasome pathway; Neutrophil degranulation; The NLRP3 inflammasome; The AIM2 inflammasome","Caspase recruitment domain containing|Pyrin domain containing"
"211",6.91278213063497e-99,0.646084846360835,0.998,0.878,1.59519360446533e-94,"12","SAT1","spermidine/spermine N1-acetyltransferase 1","10, 12, 15, 2, 20","","The protein encoded by this gene belongs to the acetyltransferase family, and is a rate-limiting enzyme in the catabolic pathway of polyamine metabolism. It catalyzes the acetylation of spermidine and spermine, and is involved in the regulation of the intracellular concentration of polyamines and their transport out of cells. Defects in this gene are associated with keratosis follicularis spinulosa decalvans (KFSD). Alternatively spliced transcripts have been found for this gene.[provided by RefSeq, Sep 2009]","Interconversion of polyamines","GCN5 related N-acetyltransferases"
"212",1.54229934261701e-98,0.536244547249254,0.748,0.316,3.559009963023e-94,"12","SAMHD1","SAM and HD domain containing deoxynucleoside triphosphate triphosphohydrolase 1","","","This gene may play a role in regulation of the innate immune response. The encoded protein is upregulated in response to viral infection and may be involved in mediation of tumor necrosis factor-alpha proinflammatory responses. Mutations in this gene have been associated with Aicardi-Goutieres syndrome. [provided by RefSeq, Mar 2010]","Nucleobase catabolism; Interferon alpha/beta signaling","Sterile alpha motif domain containing"
"213",5.95279946379987e-97,0.710468230153079,0.914,0.584,1.37366800426646e-92,"12","CREG1","cellular repressor of E1A stimulated genes 1","0, 12","neutrophil granulocyte","The adenovirus E1A protein both activates and represses gene expression to promote cellular proliferation and inhibit differentiation. The protein encoded by this gene antagonizes transcriptional activation and cellular transformation by E1A. This protein shares limited sequence similarity with E1A and binds both the general transcription factor TBP and the tumor suppressor pRb in vitro. This gene may contribute to the transcriptional control of cell growth and differentiation. [provided by RefSeq, Jul 2008]","Neutrophil degranulation",""
"214",7.85775249534645e-92,0.62127343788861,0.796,0.371,1.81325496582615e-87,"12","MS4A7","membrane spanning 4-domains A7","12, 2","lymphoid","This gene encodes a member of the membrane-spanning 4A gene family, members of which are characterized by common structural features and similar intron/exon splice boundaries and display unique expression patterns in hematopoietic cells and nonlymphoid tissues. This family member is associated with mature cellular function in the monocytic lineage, and it may be a component of a receptor complex involved in signal transduction. This gene is localized to 11q12, in a cluster of other family members. At least four alternatively spliced transcript variants encoding two distinct isoforms have been observed. [provided by RefSeq, Jul 2008]","","Membrane spanning 4-domains"
"215",2.87838111669256e-91,0.578088378505314,1,0.929,6.64215226487975e-87,"12","GPX1","glutathione peroxidase 1","","","The protein encoded by this gene belongs to the glutathione peroxidase family, members of which catalyze the reduction of organic hydroperoxides and hydrogen peroxide (H2O2) by glutathione, and thereby protect cells against oxidative damage. Other studies indicate that H2O2 is also essential for growth-factor mediated signal transduction, mitochondrial function, and maintenance of thiol redox-balance; therefore, by limiting H2O2 accumulation, glutathione peroxidases are also involved in modulating these processes. Several isozymes of this gene family exist in vertebrates, which vary in cellular location and substrate specificity. This isozyme is the most abundant, is ubiquitously expressed and localized in the cytoplasm, and whose preferred substrate is hydrogen peroxide. It is also a selenoprotein, containing the rare amino acid selenocysteine (Sec) at its active site. Sec is encoded by the UGA codon, which normally signals translation termination. The 3' UTRs of selenoprotein mRNAs contain a conserved stem-loop structure, designated the Sec insertion sequence (SECIS) element, that is necessary for the recognition of UGA as a Sec codon, rather than as a stop signal. This gene contains an in-frame GCG trinucleotide repeat in the coding region, and three alleles with 4, 5 or 6 repeats have been found in the human population. The allele with 4 GCG repeats has been significantly associated with breast cancer risk in premenopausal women. Alternatively spliced transcript variants have been found for this gene. Pseudogenes of this locus have been identified on chromosomes X and 21. [provided by RefSeq, Aug 2017]","Synthesis of 5-eicosatetraenoic acids; Synthesis of 12-eicosatetraenoic acid derivatives; Synthesis of 15-eicosatetraenoic acid derivatives; Detoxification of Reactive Oxygen Species; Purine catabolism","Selenoproteins"
"216",1.07102815048957e-89,0.541885892799084,0.73,0.31,2.47150456006972e-85,"12","IGSF6","immunoglobulin superfamily member 6","","","Not available","","V-set domain containing"
"217",3.68782913484866e-89,0.685416085557788,0.976,0.678,8.51003451157677e-85,"12","CD36","CD36 molecule","0, 10, 12, 2","adipocytes, erythrocyte, megakaryocyte, neutrophil granulocyte","The protein encoded by this gene is the fourth major glycoprotein of the platelet surface and serves as a receptor for thrombospondin in platelets and various cell lines. Since thrombospondins are widely distributed proteins involved in a variety of adhesive processes, this protein may have important functions as a cell adhesion molecule. It binds to collagen, thrombospondin, anionic phospholipids and oxidized LDL. It directly mediates cytoadherence of Plasmodium falciparum parasitized erythrocytes and it binds long chain fatty acids and may function in the transport and/or as a regulator of fatty acid transport. Mutations in this gene cause platelet glycoprotein deficiency. Multiple alternatively spliced transcript variants have been found for this gene. [provided by RefSeq, Feb 2014]","Platelet degranulation ; Cross-presentation of particulate exogenous antigens (phagosomes); ER-Phagosome pathway; MyD88:Mal cascade initiated on plasma membrane; Toll Like Receptor TLR6:TLR2 Cascade; PPARA activates gene expression; Scavenging by Class B Receptors; Scavenging by Class B Receptors; Transcriptional regulation of white adipocyte differentiation; MyD88 deficiency (TLR2/4); IRAK4 deficiency (TLR2/4); Regulation of TLR by endogenous ligand; Interleukin-4 and Interleukin-13 signaling; Neutrophil degranulation","CD molecules|Scavenger receptors"
"218",4.90560172764399e-88,1.22919431012405,0.919,0.65,1.13201665467113e-83,"12","HMOX1","heme oxygenase 1","0, 10, 12, 2","","Heme oxygenase, an essential enzyme in heme catabolism, cleaves heme to form biliverdin, which is subsequently converted to bilirubin by biliverdin reductase, and carbon monoxide, a putative neurotransmitter. Heme oxygenase activity is induced by its substrate heme and by various nonheme substances. Heme oxygenase occurs as 2 isozymes, an inducible heme oxygenase-1 and a constitutive heme oxygenase-2. HMOX1 and HMOX2 belong to the heme oxygenase family. [provided by RefSeq, Jul 2008]","Heme degradation; Interleukin-4 and Interleukin-13 signaling; Iron uptake and transport",""
"219",4.6248778716766e-87,0.569313128601664,0.98,0.763,1.06723681766809e-82,"12","VAMP8","vesicle associated membrane protein 8","12, 7","neutrophil granulocyte","This gene encodes an integral membrane protein that belongs to the synaptobrevin/vesicle-associated membrane protein subfamily of soluble N-ethylmaleimide-sensitive factor attachment protein receptors (SNAREs). The encoded protein is involved in the fusion of synaptic vesicles with the presynaptic membrane.[provided by RefSeq, Jun 2010]","ER-Phagosome pathway; Clathrin derived vesicle budding; Lysosome Vesicle Biogenesis; Golgi Associated Vesicle Biogenesis; Neutrophil degranulation; Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis","Vesicle associated membrane proteins"
"220",1.20087591844033e-85,0.713331514447136,0.943,0.59,2.77114126939291e-81,"12","CD68","CD68 molecule","0, 12, 2","connective tissue macrophage, macrophage, monocyte, neutrophil granulocyte","This gene encodes a 110-kD transmembrane glycoprotein that is highly expressed by human monocytes and tissue macrophages. It is a member of the lysosomal/endosomal-associated membrane glycoprotein (LAMP) family. The protein primarily localizes to lysosomes and endosomes with a smaller fraction circulating to the cell surface. It is a type I integral membrane protein with a heavily glycosylated extracellular domain and binds to tissue- and organ-specific lectins or selectins. The protein is also a member of the scavenger receptor family. Scavenger receptors typically function to clear cellular debris, promote phagocytosis, and mediate the recruitment and activation of macrophages. Alternative splicing results in multiple transcripts encoding different isoforms. [provided by RefSeq, Jul 2008]","Neutrophil degranulation","CD molecules|Scavenger receptors"
"221",4.85372043990801e-83,0.4980506385331,0.794,0.378,1.12004452871317e-78,"12","ADAP2","ArfGAP with dual PH domains 2","","","The protein encoded by this gene binds beta-tubulin and increases the stability of microtubules. The encoded protein can also translocate to the cell membrane and bind phosphatidylinositol 3,4,5-trisphosphate (PtdInsP3) and inositol 1,3,4,5-tetrakisphosphate (InsP4). In addition, this protein is a GTPase-activating protein for ADP ribosylation factor 6 and may be able to block the entry of some RNA viruses. [provided by RefSeq, Oct 2016]","","ArfGAPs|Pleckstrin homology domain containing"
"222",1.80826036494369e-82,0.527715758170433,0.785,0.466,4.17274161814405e-78,"12","C20orf27","chromosome 20 open reading frame 27","","","Not available","",""
"223",4.71024577476835e-82,0.547662099267011,0.956,0.739,1.08693631498555e-77,"12","ARPC1B","actin related protein 2/3 complex subunit 1B","","","This gene encodes one of seven subunits of the human Arp2/3 protein complex. This subunit is a member of the SOP2 family of proteins and is most similar to the protein encoded by gene ARPC1A. The similarity between these two proteins suggests that they both may function as p41 subunit of the human Arp2/3 complex that has been implicated in the control of actin polymerization in cells. It is possible that the p41 subunit is involved in assembling and maintaining the structure of the Arp2/3 complex. Multiple versions of the p41 subunit may adapt the functions of the complex to different cell types or developmental stages. This protein also has a role in centrosomal homeostasis by being an activator and substrate of the Aurora A kinase. [provided by RefSeq, Mar 2011]","Regulation of actin dynamics for phagocytic cup formation; Regulation of actin dynamics for phagocytic cup formation; EPHB-mediated forward signaling; RHO GTPases Activate WASPs and WAVEs; RHO GTPases Activate WASPs and WAVEs","Actin related protein 2/3 complex |WD repeat domain containing"
"224",2.53065520008985e-78,0.650014555806691,0.943,0.634,5.83973993972734e-74,"12","AGR2","anterior gradient 2, protein disulphide isomerase family member","10, 12, 2","","This gene encodes a member of the disulfide isomerase (PDI) family of endoplasmic reticulum (ER) proteins that catalyze protein folding and thiol-disulfide interchange reactions. The encoded protein has an N-terminal ER-signal sequence, a catalytically active thioredoxin domain, and a C-terminal ER-retention sequence. This protein plays a role in cell migration, cellular transformation and metastasis and is as a p53 inhibitor. As an ER-localized molecular chaperone, it plays a role in the folding, trafficking, and assembly of cysteine-rich transmembrane receptors and the cysteine-rich intestinal gylcoprotein mucin. This gene has been implicated in inflammatory bowel disease and cancer progression. [provided by RefSeq, Mar 2017]","","Protein disulfide isomerases"
"225",1.34640915499568e-76,0.548973382017185,0.917,0.616,3.10697376606802e-72,"12","RNASET2","ribonuclease T2","12, 2","neutrophil granulocyte","This ribonuclease gene is a novel member of the Rh/T2/S-glycoprotein class of extracellular ribonucleases. It is a single copy gene that maps to 6q27, a region associated with human malignancies and chromosomal rearrangement. [provided by RefSeq, Jul 2008]","Neutrophil degranulation",""
"226",6.00931913780712e-76,0.602867915016718,0.796,0.479,1.38671048424037e-71,"12","CHCHD10","coiled-coil-helix-coiled-coil-helix domain containing 10","0, 12, 7","","This gene encodes a mitochondrial protein that is enriched at cristae junctions in the intermembrane space. It may play a role in cristae morphology maintenance or oxidative phosphorylation. Mutations in this gene cause frontotemporal dementia and/or amyotrophic lateral sclerosis-2. Alternative splicing of this gene results in multiple transcript variants. Related pseudogenes have been identified on chromosomes 7 and 19. [provided by RefSeq, Aug 2014]","Mitochondrial protein import","Mitochondrial coiled-coil-helix-coiled-coil-helix domain containing proteins"
"227",2.36394788232851e-74,0.474219451280084,0.978,0.851,5.45504613326127e-70,"12","FKBP1A","FK506 binding protein 1A","","","The protein encoded by this gene is a member of the immunophilin protein family, which play a role in immunoregulation and basic cellular processes involving protein folding and trafficking. The protein is a cis-trans prolyl isomerase that binds the immunosuppressants FK506 and rapamycin. It interacts with several intracellular signal transduction proteins including type I TGF-beta receptor. It also interacts with multiple intracellular calcium release channels, and coordinates multi-protein complex formation of the tetrameric skeletal muscle ryanodine receptor. In mouse, deletion of this homologous gene causes congenital heart disorder known as noncompaction of left ventricular myocardium. Multiple alternatively spliced variants, encoding the same protein, have been identified. The human genome contains five pseudogenes related to this gene, at least one of which is transcribed. [provided by RefSeq, Sep 2008]","Calcineurin activates NFAT; TGF-beta receptor signaling activates SMADs; TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition); TGFBR2 Kinase Domain Mutants in Cancer; TGFBR1 KD Mutants in Cancer; TGFBR1 LBD Mutants in Cancer","FKBP prolyl isomerases"
"228",3.57096420511513e-74,0.512452744745062,0.739,0.351,8.24035699972368e-70,"12","RNASE6","ribonuclease A family member k6","10, 12, 2","","The protein encoded by this gene is a member of the ribonuclease A superfamily and functions in the urinary tract. The protein has broad-spectrum antimicrobial activity against pathogenic bacteria. [provided by RefSeq, Nov 2014]","Antimicrobial peptides","Ribonuclease A family"
"229",1.3566659555717e-73,0.599818147039337,0.838,0.527,3.13064235907725e-69,"12","BIN1","bridging integrator 1","12, 2","","This gene encodes several isoforms of a nucleocytoplasmic adaptor protein, one of which was initially identified as a MYC-interacting protein with features of a tumor suppressor. Isoforms that are expressed in the central nervous system may be involved in synaptic vesicle endocytosis and may interact with dynamin, synaptojanin, endophilin, and clathrin. Isoforms that are expressed in muscle and ubiquitously expressed isoforms localize to the cytoplasm and nucleus and activate a caspase-independent apoptotic process. Studies in mouse suggest that this gene plays an important role in cardiac muscle development. Alternate splicing of the gene results in several transcript variants encoding different isoforms. Aberrant splice variants expressed in tumor cell lines have also been described. [provided by RefSeq, Mar 2016]","Clathrin-mediated endocytosis","N-BAR domain containing"
"230",1.33225856935499e-72,0.570969190256044,0.868,0.564,3.07431987464357e-68,"12","COTL1","coactosin like F-actin binding protein 1","","neutrophil granulocyte","This gene encodes one of the numerous actin-binding proteins which regulate the actin cytoskeleton. This protein binds F-actin, and also interacts with 5-lipoxygenase, which is the first committed enzyme in leukotriene biosynthesis. Although this gene has been reported to map to chromosome 17 in the Smith-Magenis syndrome region, the best alignments for this gene are to chromosome 16. The Smith-Magenis syndrome region is the site of two related pseudogenes. [provided by RefSeq, Jul 2008]","Neutrophil degranulation",""
"231",6.04325861799034e-72,0.484848791457882,1,0.875,1.39454235868745e-67,"12","CST3","cystatin C","12, 2, 8","neutrophil granulocyte, smooth muscle cell","The cystatin superfamily encompasses proteins that contain multiple cystatin-like sequences. Some of the members are active cysteine protease inhibitors, while others have lost or perhaps never acquired this inhibitory activity. There are three inhibitory families in the superfamily, including the type 1 cystatins (stefins), type 2 cystatins and the kininogens. The type 2 cystatin proteins are a class of cysteine proteinase inhibitors found in a variety of human fluids and secretions, where they appear to provide protective functions. The cystatin locus on chromosome 20 contains the majority of the type 2 cystatin genes and pseudogenes. This gene is located in the cystatin locus and encodes the most abundant extracellular inhibitor of cysteine proteases, which is found in high concentrations in biological fluids and is expressed in virtually all organs of the body. A mutation in this gene has been associated with amyloid angiopathy. Expression of this protein in vascular wall smooth muscle cells is severely reduced in both atherosclerotic and aneurysmal aortic lesions, establishing its role in vascular disease. In addition, this protein has been shown to have an antimicrobial function, inhibiting the replication of herpes simplex virus. Alternative splicing results in multiple transcript variants encoding a single protein. [provided by RefSeq, Nov 2014]","Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs); Neutrophil degranulation; Post-translational protein phosphorylation; Amyloid fiber formation","Cystatins, type 2"
"232",3.21798392742749e-70,0.49337448770899,0.825,0.512,7.42581971093168e-66,"12","RAB32","RAB32, member RAS oncogene family","","","The protein encoded by this gene anchors the type II regulatory subunit of protein kinase A to the mitochondrion and aids in mitochondrial fission. The encoded protein also appears to be involved in autophagy and melanosome secretion. Variations in this gene may be linked to leprosy. [provided by RefSeq, Dec 2015]","RAB geranylgeranylation; RAB GEFs exchange GTP for GDP on RABs","RAB, member RAS oncogene GTPases|A-kinase anchoring proteins"
"233",1.65423708965821e-68,0.543091830236789,0.893,0.511,3.81731750809529e-64,"12","LY96","lymphocyte antigen 96","0, 12, 2","","This gene encodes a protein which associates with toll-like receptor 4 on the cell surface and confers responsiveness to lipopolysaccyaride (LPS), thus providing a link between the receptor and LPS signaling. Studies of the mouse ortholog suggest that this gene may be involved in endotoxin neutralization. Alternative splicing results in multiple transcript variants encoding different isoforms. [provided by RefSeq, Sep 2010]","ER-Phagosome pathway; via Death Receptors in the presence of ligand; Toll Like Receptor 4 (TLR4) Cascade; MyD88:Mal cascade initiated on plasma membrane; MyD88-independent TLR4 cascade ; TRIF-mediated programmed cell death; MyD88 deficiency (TLR2/4); IRAK4 deficiency (TLR2/4); Regulation of TLR by endogenous ligand; TICAM1,TRAF6-dependent induction of TAK1 complex; Activation of IRF3/IRF7 mediated by TBK1/IKK epsilon; IKK complex recruitment mediated by RIP1; TRAF6-mediated induction of TAK1 complex within TLR4 complex; IRAK2 mediated activation of TAK1 complex upon TLR7/8 or 9 stimulation",""
"234",4.67389404207818e-68,0.522529425997851,0.963,0.595,1.07854778914996e-63,"12","MEF2C","myocyte enhancer factor 2C","","","This locus encodes a member of the MADS box transcription enhancer factor 2 (MEF2) family of proteins, which play a role in myogenesis. The encoded protein, MEF2 polypeptide C, has both trans-activating and DNA binding activities. This protein may play a role in maintaining the differentiated state of muscle cells. Mutations and deletions at this locus have been associated with severe cognitive disability, stereotypic movements, epilepsy, and cerebral malformation. Alternatively spliced transcript variants have been described. [provided by RefSeq, Jul 2010]","ERK/MAPK targets; Transcriptional activation of mitochondrial biogenesis; CDO in myogenesis; Circadian Clock","Myocyte enhancer factor 2 proteins|MADS box family"
"235",5.17888643749863e-68,0.577941361645541,0.588,0.254,1.19507983431718e-63,"12","TIMD4","T cell immunoglobulin and mucin domain containing 4","12, 2","","Not available","","V-set domain containing"
"236",9.98489006436869e-67,0.472040329680199,0.728,0.369,2.30411323125372e-62,"12","LY86","lymphocyte antigen 86","","","Not available","Toll Like Receptor 4 (TLR4) Cascade",""
"237",2.6834617778028e-66,0.507756992735624,0.8,0.409,6.19235639845775e-62,"12","GPR34","G protein-coupled receptor 34","12, 2","","G protein-coupled receptors (GPCRs), such as GPR34, are integral membrane proteins containing 7 putative transmembrane domains (TMs). These proteins mediate signals to the interior of the cell via activation of heterotrimeric G proteins that in turn activate various effector proteins, ultimately resulting in a physiologic response.[supplied by OMIM, Apr 2006]","","G protein-coupled receptors, Class A orphans"
"238",8.27266146727748e-66,0.502466586689385,0.807,0.456,1.90899936018895e-61,"12","ABCG2","ATP binding cassette subfamily G member 2 (Junior blood group)","12, 2","","The membrane-associated protein encoded by this gene is included in the superfamily of ATP-binding cassette (ABC) transporters. ABC proteins transport various molecules across extra- and intra-cellular membranes. ABC genes are divided into seven distinct subfamilies (ABC1, MDR/TAP, MRP, ALD, OABP, GCN20, White). This protein is a member of the White subfamily. Alternatively referred to as a breast cancer resistance protein, this protein functions as a xenobiotic transporter which may play a major role in multi-drug resistance. It likely serves as a cellular defense mechanism in response to mitoxantrone and anthracycline exposure. Significant expression of this protein has been observed in the placenta, which may suggest a potential role for this molecule in placenta tissue. Multiple transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Apr 2012]","Abacavir transmembrane transport; Iron uptake and transport","Blood group antigens|CD molecules|ATP binding cassette subfamily G"
"239",1.70465598580332e-65,0.49193483203608,0.798,0.526,3.93366415283975e-61,"12","NAA20","N(alpha)-acetyltransferase 20, NatB catalytic subunit","","","NAT5 is a component of N-acetyltransferase complex B (NatB). Human NatB performs cotranslational N(alpha)-terminal acetylation of methionine residues when they are followed by asparagine (Starheim et al., 2008 [PubMed 18570629]).[supplied by OMIM, Apr 2009]","","N(alpha)-acetyltransferase subunits|GCN5 related N-acetyltransferases"
"240",5.95769737894875e-65,0.477831601974989,0.98,0.74,1.37479824716621e-60,"12","ARHGDIB","Rho GDP dissociation inhibitor beta","","","Members of the Rho (or ARH) protein family (see MIM 165390) and other Ras-related small GTP-binding proteins (see MIM 179520) are involved in diverse cellular events, including cell signaling, proliferation, cytoskeletal organization, and secretion. The GTP-binding proteins are active only in the GTP-bound state. At least 3 classes of proteins tightly regulate cycling between the GTP-bound and GDP-bound states: GTPase-activating proteins (GAPs), guanine nucleotide-releasing factors (GRFs), and GDP-dissociation inhibitors (GDIs). The GDIs, including ARHGDIB, decrease the rate of GDP dissociation from Ras-like GTPases (summary by Scherle et al., 1993 [PubMed 8356058]).[supplied by OMIM, Dec 2010]","Rho GTPase cycle","Endogenous ligands|Minor histocompatibility antigens"
"241",8.53516370751071e-65,0.513346883830907,0.965,0.666,1.96957437714517e-60,"12","MAF","MAF bZIP transcription factor","0, 12, 7","osteoblast","The protein encoded by this gene is a DNA-binding, leucine zipper-containing transcription factor that acts as a homodimer or as a heterodimer. Depending on the binding site and binding partner, the encoded protein can be a transcriptional activator or repressor. This protein plays a role in the regulation of several cellular processes, including embryonic lens fiber cell development, increased T-cell susceptibility to apoptosis, and chondrocyte terminal differentiation. Defects in this gene are a cause of juvenile-onset pulverulent cataract as well as congenital cerulean cataract 4 (CCA4). Two transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Jan 2010]","RUNX2 regulates osteoblast differentiation","Basic leucine zipper proteins"
"242",1.12143927409467e-64,0.533133471869235,0.732,0.405,2.58783326890086e-60,"12","IFNGR1","interferon gamma receptor 1","12, 2","","This gene (IFNGR1) encodes the ligand-binding chain (alpha) of the gamma interferon receptor. Human interferon-gamma receptor is a heterodimer of IFNGR1 and IFNGR2. A genetic variation in IFNGR1 is associated with susceptibility to Helicobacter pylori infection. In addition, defects in IFNGR1 are a cause of mendelian susceptibility to mycobacterial disease, also known as familial disseminated atypical mycobacterial infection. [provided by RefSeq, Jul 2008]","Interferon gamma signaling; Regulation of IFNG signaling; Regulation of IFNG signaling","CD molecules|Interferon receptors"
"243",1.1967365273534e-64,0.4779352334111,0.82,0.54,2.76158921052072e-60,"12","GLRX","glutaredoxin","12, 20","","This gene encodes a member of the glutaredoxin family. The encoded protein is a cytoplasmic enzyme catalyzing the reversible reduction of glutathione-protein mixed disulfides. This enzyme highly contributes to the antioxidant defense system. It is crucial for several signalling pathways by controlling the S-glutathionylation status of signalling mediators. It is involved in beta-amyloid toxicity and Alzheimer's disease. Multiple alternatively spliced transcript variants encoding the same protein have been identified. [provided by RefSeq, Aug 2011]","Interconversion of nucleotide di- and triphosphates","Glutaredoxin domain containing"
"244",1.21577213201169e-63,0.55015423382245,0.987,0.723,2.80551577183017e-59,"12","DAB2","DAB2, clathrin adaptor protein","0, 12, 7","","This gene encodes a mitogen-responsive phosphoprotein. It is expressed in normal ovarian epithelial cells, but is down-regulated or absent from ovarian carcinoma cell lines, suggesting its role as a tumor suppressor. This protein binds to the SH3 domains of GRB2, an adaptor protein that couples tyrosine kinase receptors to SOS (a guanine nucleotide exchange factor for Ras), via its C-terminal proline-rich sequences, and may thus modulate growth factor/Ras pathways by competing with SOS for binding to GRB2. Alternatively spliced transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Oct 2011]","Gap junction degradation; Formation of annular gap junctions; Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis",""
"245",4.51043935977303e-59,0.475675112049649,0.991,0.832,1.04082898666122e-54,"12","FCGRT","Fc fragment of IgG receptor and transporter","12, 2","","This gene encodes a receptor that binds the Fc region of monomeric immunoglobulin G. The encoded protein transfers immunoglobulin G antibodies from mother to fetus across the placenta. This protein also binds immunoglobulin G to protect the antibody from degradation. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Apr 2009]","","C1-set domain containing"
"246",1.58492245658573e-58,0.470118475347506,0.713,0.347,3.65736706081723e-54,"12","MS4A4A","membrane spanning 4-domains A4A","10, 12, 2","lymphoid","This gene encodes a member of the membrane-spanning 4A gene family. Members of this nascent protein family are characterized by common structural features, similar intron/exon splice boundaries, and display unique expression patterns in hematopoietic cells and nonlymphoid tissues. Alternatively spliced transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Aug 2011]","","Membrane spanning 4-domains"
"247",1.63253728864301e-58,0.577054917007828,0.98,0.861,3.76724304727262e-54,"12","PSAP","prosaposin","12, 15","megakaryocyte, neutrophil granulocyte, progenitor","This gene encodes a highly conserved preproprotein that is proteolytically processed to generate four main cleavage products including saposins A, B, C, and D. Each domain of the precursor protein is approximately 80 amino acid residues long with nearly identical placement of cysteine residues and glycosylation sites. Saposins A-D localize primarily to the lysosomal compartment where they facilitate the catabolism of glycosphingolipids with short oligosaccharide groups. The precursor protein exists both as a secretory protein and as an integral membrane protein and has neurotrophic activities. Mutations in this gene have been associated with Gaucher disease and metachromatic leukodystrophy. Alternative splicing results in multiple transcript variants, at least one of which encodes an isoform that is proteolytically processed. [provided by RefSeq, Feb 2016]","Platelet degranulation ; Glycosphingolipid metabolism; Peptide ligand-binding receptors; G alpha (i) signalling events; Neutrophil degranulation","Endogenous ligands"
